FeatureID,Name,Formula,MW,# mzCloud Results,KEGG Pathways,name4plot,C,H,O,Cl,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC
Feature0032,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -594.3404 Da]",C12 H18 O9,306.0951,144,NA,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -594.3404 Da]",12,18,9,0,0,0,0,1.5,0.75,0,60.3,4,-5,-1.6666666666666667,-0.06666666666666667,-5,Carbohydrate,Area: 47,543727.928
Feature0031,Methylmalonic acid,C4 H6 O4,118.02667,63,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Central carbon metabolism in cancer;Carbon metabolism;Other,Methylmalonic acid,4,6,4,0,0,0,0,1.5,1,0.5,46.05,2,-2,-Inf,0,-2,Carbohydrate,Area: 47,429516.0839
Feature0030,L-(+)-Lactic acid,C3 H6 O3,90.03171,10,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Fructose and mannose metabolism;Central carbon metabolism in cancer;Carbon metabolism;Other,L-(+)-Lactic acid-peak2,3,6,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,Area: 47,5614182.715
Feature0029,[Similar to: L-(-)-Arabitol; ΔMass: 46.0055 Da],C6 H14 O7,198.07396,9,NA,[Similar to: L-(-)-Arabitol; ΔMass: 46.0055 Da],6,14,7,0,0,0,0,2.3333333333333335,1.1666666666666667,0,60.3,0,-7,7,-1.4,-7,Carbohydrate,Area: 47,633644240.1
Feature0028,beta-D-Ethyl glucuronide,C8 H14 O7,222.0739,141,NA,beta-D-Ethyl glucuronide,8,14,7,0,0,0,0,1.75,0.875,0,60.3,2,-5,-5,-0.3333333333333333,-5,Carbohydrate,Area: 47,1047974.518
Feature0027,[Similar to: Lamiide; ΔMass: -206.1024 Da],C6 H13 Cl O6,216.04004,104,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Other,[Similar to: Lamiide; ΔMass: -206.1024 Da],7,13,6,1,0,0,0,1.8571428571428572,0.8571428571428571,-0.14285714285714324,64.37142857142858,1.5,-4.5,-4.5,-0.375,-4.5,Carbohydrate,Area: 47,1794500.718
Feature0026,Perillic acid,C10 H14 O2,166.09931,2,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Perillic acid,10,14,2,0,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.3333333333333333,2,Phenol,Area: 47,50731.53687
Feature0025,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18389,21,NA,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,10,0,0,0,0,1.0344827586206897,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,Area: 47,76232.11412
Feature0024,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -548.3349 Da]",C13 H20 O11,352.10057,157,NA,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -548.3349 Da]",13,20,11,0,0,0,0,1.5384615384615385,0.8461538461538461,0.15384615384615374,55.91538461538462,4,-7,-3.5,-0.2,-7,Carbohydrate,Area: 47,197573.0874
Feature0023,"N-Acetyl-2,7-anhydro-Î±-neuraminic acid",C11 H17 N O8,291.09547,12,NA,"N-Acetyl-2,7-anhydro-Î±-neuraminic acid",11,17,8,0,1,0,0,1.5454545454545454,0.7272727272727273,0.18181818181818166,55.11818181818182,4,-4,-2.5,-0.16666666666666666,-5,Carbohydrate,Area: 47,385396200.4
Feature0022,3-Allyl-2-hydroxybenzoic acid,C10 H10 O3,178.06296,8,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other,3-Allyl-2-hydroxybenzoic acid,10,10,3,0,0,0,0,1,0.3,-0.40000000000000036,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,Area: 47,383466.1778
Feature0021,[Similar to: 5(S)-HpEPE; ΔMass: 70.8976 Da],C12 H23 N O14,405.11203,68,NA,[Similar to: 5(S)-HpEPE; ΔMass: 70.8976 Da],12,23,14,0,1,0,0,1.9166666666666667,1.1666666666666667,0.6666666666666665,41.3,2,-12,4.333333333333333,-1.5,-13,Carbohydrate,Area: 47,95107765.44
Feature0020,3-Ethoxy-4-hydroxyphenylacetic acid,C10 H12 O4,196.07358,4,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,3-Ethoxy-4-hydroxyphenylacetic acid,10,12,4,0,0,0,0,1.2,0.4,-0.40000000000000036,71.7,5,1,0.16666666666666666,0.375,1,Phenol,Area: 47,1261191.498
Feature0019,Methyl acetoacetate,C5 H8 O3,116.04739,31,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Methyl acetoacetate,5,8,3,0,0,0,0,1.6,0.6,-0.40000000000000036,71.7,2,-1,-0.5,0.14285714285714285,-1,Amino Sugar,Area: 47,2750627.975
Feature0018,Uridine,C9 H12 N2 O6,244.06947,5,Metabolic pathways;ABC transporters;Other,Uridine,9,12,6,0,2,0,0,1.3333333333333333,0.6666666666666666,0.6666666666666665,41.3,5,-1,-3,0,-3,Other,Area: 47,256469359.6
Feature0017,"?,?'-diglycerol",C6 H14 O5,166.08405,0,NA,"?,?'-diglycerol",6,14,5,0,0,0,0,2.3333333333333335,0.8333333333333334,-0.666666666666667,79.30000000000001,0,-5,-5,-0.7142857142857143,-5,Carbohydrate,Area: 47,307068990.9
Feature0016,2-O-beta-L-Arabinofuranosyl-beta-L-arabinofuranose,C10 H18 O9,282.09508,2,ABC transporters,2-O-beta-L-Arabinofuranosyl-beta-L-arabinofuranose,10,18,9,0,0,0,0,1.8,0.9,0,60.3,2,-7,-7,-0.45454545454545453,-7,Carbohydrate,Area: 47,17853043.81
Feature0015,L-Glutamic acid,C5 H9 N O4,147.05322,12,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of plant secondary metabolites;Taste transduction;Central carbon metabolism in cancer;Carbon metabolism;Biosynthesis of cofactors;Other,L-Glutamic acid,5,9,4,0,1,0,0,1.8,0.8,0.3999999999999999,48.9,2,-2,-Inf,-0.5,-3,Carbohydrate,Area: 47,248373804.6
Feature0014,"2-Amino-N'-(2,4-dinitrophenyl)-5-hydroxypentanehydrazide",C11 H15 N5 O6,313.10231,57,NA,"2-Amino-N'-(2,4-dinitrophenyl)-5-hydroxypentanehydrazide",11,15,6,0,5,0,0,1.3636363636363635,0.5454545454545454,1.0909090909090908,29.209090909090907,7,1,-Inf,-0.3333333333333333,-4,Phenol,Area: 47,238304601.4
Feature0013,DL-Mevalonic acid,C6 H12 O4,148.07363,118,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Biosynthesis of cofactors;Other,DL-Mevalonic acid,6,12,4,0,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,Area: 47,237787182.7
Feature0012,Citric acid,C6 H8 O7,192.02704,39,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Taste transduction;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Central carbon metabolism in cancer;Carbon metabolism;Biosynthesis of cofactors;Other,Citric acid,6,8,7,0,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other,Area: 47,2836728.164
Feature0011,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05791,11,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,"3,4-Dihydroxyphenylpropionic acid",9,10,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Phenol,Area: 47,646272.7402
Feature0010,2-methoxyresorcinol sulfate,C7 H8 O6 S,220.00407,12,NA,2-methoxyresorcinol sulfate,7,8,6,0,0,1,0,1.1428571428571428,0.8571428571428571,0.8571428571428572,35.87142857142857,4,-2,-Inf,0,-3,Other,Area: 47,128883.5602
Feature0009,3-Methylsalicylic acid,C8 H8 O3,152.04741,8,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other,3-Methylsalicylic acid,8,8,3,0,0,0,0,1,0.375,-0.25,67.425,5,2,0.4,0.5384615384615384,2,Phenol,Area: 47,5178309.846
Feature0008,L-(+)-Lactic acid,C3 H6 O3,90.03171,4,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Fructose and mannose metabolism;Central carbon metabolism in cancer;Carbon metabolism;Other,L-(+)-Lactic acid-peak1,3,6,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,Area: 47,98206473.09
Feature0007,9(S)-HpOTrE,C18 H30 O4,310.21449,19,Metabolic pathways;Biosynthesis of secondary metabolites;Other,9(S)-HpOTrE,18,30,4,0,0,0,0,1.6666666666666667,0.2222222222222222,-1.2222222222222223,95.13333333333333,4,0,0,0.125,0,Lipid,Area: 47,7041032.85
Feature0006,NA,C52 H84 O5 P2 S,882.55141,0,NA,Feature0006,52,84,5,0,0,1,2,1.6153846153846154,0.09615384615384616,-1.5769230769230766,105.24230769230769,12,7,0.09090909090909091,0.13978494623655913,4,Lipid,Area: 47,103842803.6
Feature0005,NA,C10 H3 N2 O5 P,261.97801,0,NA,Feature0005,10,3,5,0,2,0,1,0.3,0.5,0.7999999999999998,37.5,11,6,1.5,1.2222222222222223,3,Condensed HC,Area: 47,97611743.7
Feature0004,[Similar to: NP-012816; ΔMass: -493.3063 Da],C9 H22 N O8 P,303.10835,8,NA,[Similar to: NP-012816; ΔMass: -493.3063 Da],9,22,8,0,1,0,1,2.4444444444444446,0.8888888888888888,-0.8888888888888893,85.63333333333334,0,-8,10,-2,-10,Carbohydrate,Area: 47,29202906.6
Feature0003,"4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)tetrahydro-2-furanol",C22 H26 O7,402.16794,2,NA,"4-(1,3-Benzodioxol-5-ylmethyl)-3-(3,4,5-trimethoxybenzyl)tetrahydro-2-furanol",22,26,7,0,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,Area: 47,53618.79566
Feature0002,Phenylacetaldehyde,C8 H8 O,120.05755,17,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Phenylacetaldehyde,8,8,1,0,0,0,0,1,0.125,-0.75,81.675,5,4,0.5714285714285714,0.6,4,Unsaturated HC,Area: 47,60647.58916
Feature0001,"2,4,6-Trihydroxyacetophenone",C8 H8 O4,168.04221,19,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Other,"2,4,6-Trihydroxyacetophenone",8,8,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Phenol,Area: 47,161927.7501
Feature0049,D-(+)-Maltose,C12 H22 O11,342.11635,43,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Taste transduction;Carbohydrate digestion and absorption;Starch and sucrose metabolism;Bacterial chemotaxis,D-(+)-Maltose-peak2,12,22,11,0,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,Area: 57,100196444.2
Feature0048,D-(+)-Maltose,C12 H22 O11,342.11635,62,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Taste transduction;Carbohydrate digestion and absorption;Starch and sucrose metabolism;Bacterial chemotaxis,D-(+)-Maltose-peak1,12,22,11,0,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,Area: 57,234728123.3
Feature0047,"[Similar to: (2S,3Z,4S)-2-(β-D-Glucopyranosyloxy)-3-(2-{[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}ethylidene)-4-(2-methoxy-2-oxoethyl)-3,4-dihydro-2H-pyran-5-carboxylic acid; ΔMass: -13.9640 Da]",C30 H32 O10,552.19956,34,NA,"[Similar to: (2S,3Z,4S)-2-(β-D-Glucopyranosyloxy)-3-(2-{[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}ethylidene)-4-(2-methoxy-2-oxoethyl)-3,4-dihydro-2H-pyran-5-carboxylic acid; ΔMass: -13.9640 Da]",30,32,10,0,0,0,0,1.0666666666666667,0.3333333333333333,-0.40000000000000036,71.7,15,5,0.25,0.4,5,Phenol,Area: 57,3031603792
Feature0046,L-Iditol,C6 H14 O6,182.07904,34,Metabolic pathways;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Fructose and mannose metabolism;Other,L-Iditol-peak2,6,14,6,0,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,Area: 57,11936668.85
Feature0045,L-Iditol,C6 H14 O6,182.07904,40,Metabolic pathways;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Fructose and mannose metabolism;Other,L-Iditol-peak1,6,14,6,0,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,Area: 57,20516595.6
Feature0044,D-(+)-Glucose,C6 H12 O6,180.06335,85,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Galactose metabolism;Biosynthesis of plant secondary metabolites;Phosphotransferase system (PTS);Taste transduction;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Carbohydrate digestion and absorption;Fructose and mannose metabolism;Central carbon metabolism in cancer;Carbon metabolism;Biosynthesis of cofactors;Starch and sucrose metabolism;Bacterial chemotaxis;Other,D-(+)-Glucose-peak2,6,12,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,Area: 57,637006513.8
Feature0043,[Similar to: Quercetin-3β-D-glucoside; ΔMass: -248.0555 Da],C6 H13 Cl O6,216.04001,39,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Other,[Similar to: Quercetin-3β-D-glucoside; ΔMass: -248.0555 Da],7,13,6,1,0,0,0,1.8571428571428572,0.8571428571428571,-0.14285714285714324,64.37142857142858,1.5,-4.5,-4.5,-0.375,-4.5,Carbohydrate,Area: 57,1034271632
Feature0042,NA,C27 H37 N O5,455.26725,0,NA,Feature0042,27,37,5,0,1,0,0,1.3703703703703705,0.18518518518518517,-0.8888888888888893,85.63333333333334,10,5,0.19047619047619047,0.2765957446808511,4,Phenol,Area: 57,69972.92563
Feature0041,D-(+)-Glucose,C6 H12 O6,180.06334,125,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Galactose metabolism;Biosynthesis of plant secondary metabolites;Phosphotransferase system (PTS);Taste transduction;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Carbohydrate digestion and absorption;Fructose and mannose metabolism;Central carbon metabolism in cancer;Carbon metabolism;Biosynthesis of cofactors;Starch and sucrose metabolism;Bacterial chemotaxis;Other,D-(+)-Glucose-peak1,6,12,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,Area: 57,625603416.1
Feature0040,Xylitol,C5 H12 O5,152.06851,8,Metabolic pathways;ABC transporters;Other,Xylitol,5,12,5,0,0,0,0,2.4,1,-0.40000000000000036,71.7,0,-5,-Inf,-1,-5,Carbohydrate,Area: 57,6236534.648
Feature0039,"α,α-Trehalose",C12 H22 O11,342.11637,34,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Galactose metabolism;Phosphotransferase system (PTS);Taste transduction;Carbohydrate digestion and absorption;Starch and sucrose metabolism;Bacterial chemotaxis,"α,α-Trehalose",12,22,11,0,0,0,0,1.8333333333333333,0.9166666666666666,0,60.3,2,-9,-9,-0.5384615384615384,-9,Carbohydrate,Area: 57,1017620644
Feature0038,"[Similar to: α,α-Trehalose; ΔMass: -126.0762 Da]",C6 H13 Cl O6,216.04002,73,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Other,"[Similar to: α,α-Trehalose; ΔMass: -126.0762 Da]",7,13,6,1,0,0,0,1.8571428571428572,0.8571428571428571,-0.14285714285714324,64.37142857142858,1.5,-4.5,-4.5,-0.375,-4.5,Carbohydrate,Area: 57,245902016.3
Feature0037,"1,5-Anhydro-D-fructose",C6 H10 O5,162.05276,137,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other,"1,5-Anhydro-D-fructose",6,10,5,0,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,Area: 57,23352548.83
Feature0036,2-Aminobutyl hydrogen sulfate,C4 H11 N O4 S,169.04084,5,NA,2-Aminobutyl hydrogen sulfate,4,11,4,0,1,1,0,2.75,1,0.5,46.05,0,-4,3,-Inf,-6,Other,Area: 57,683148568.1
Feature0035,6-Deoxy-alpha-D-arabino-hexopyranos-3-ulose,C6 H10 O5,162.05276,128,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other,6-Deoxy-alpha-D-arabino-hexopyranos-3-ulose,6,10,5,0,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,Area: 57,30615787.09
Feature0034,[Similar to: 13(S)-HOTrE; ΔMass: 110.8925 Da],C12 H23 N O14,405.11203,129,NA,[Similar to: 13(S)-HOTrE; ΔMass: 110.8925 Da],12,23,14,0,1,0,0,1.9166666666666667,1.1666666666666667,0.6666666666666665,41.3,2,-12,4.333333333333333,-1.5,-13,Carbohydrate,Area: 57,143521060.7
Feature0033,2-Methoxy-6-methyl-4H-pyran-4-one,C7 H8 O3,140.0474,43,Microbial metabolism in diverse environments;Other,2-Methoxy-6-methyl-4H-pyran-4-one,7,8,3,0,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.45454545454545453,1,Phenol,Area: 57,271622962.8
Feature0032,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -594.3404 Da]",C12 H18 O9,306.0951,144,NA,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -594.3404 Da]",12,18,9,0,0,0,0,1.5,0.75,0,60.3,4,-5,-1.6666666666666667,-0.06666666666666667,-5,Carbohydrate,Area: 57,61458907.53
Feature0031,Methylmalonic acid,C4 H6 O4,118.02667,63,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Central carbon metabolism in cancer;Carbon metabolism;Other,Methylmalonic acid,4,6,4,0,0,0,0,1.5,1,0.5,46.05,2,-2,-Inf,0,-2,Carbohydrate,Area: 57,606950659.9
Feature0030,L-(+)-Lactic acid,C3 H6 O3,90.03171,10,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Fructose and mannose metabolism;Central carbon metabolism in cancer;Carbon metabolism;Other,L-(+)-Lactic acid-peak2,3,6,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,Area: 57,7222948.085
Feature0029,[Similar to: L-(-)-Arabitol; ΔMass: 46.0055 Da],C6 H14 O7,198.07396,9,NA,[Similar to: L-(-)-Arabitol; ΔMass: 46.0055 Da],6,14,7,0,0,0,0,2.3333333333333335,1.1666666666666667,0,60.3,0,-7,7,-1.4,-7,Carbohydrate,Area: 57,2974459.777
Feature0028,beta-D-Ethyl glucuronide,C8 H14 O7,222.0739,141,NA,beta-D-Ethyl glucuronide,8,14,7,0,0,0,0,1.75,0.875,0,60.3,2,-5,-5,-0.3333333333333333,-5,Carbohydrate,Area: 57,23542977.81
Feature0027,[Similar to: Lamiide; ΔMass: -206.1024 Da],C6 H13 Cl O6,216.04004,104,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Other,[Similar to: Lamiide; ΔMass: -206.1024 Da],7,13,6,1,0,0,0,1.8571428571428572,0.8571428571428571,-0.14285714285714324,64.37142857142858,1.5,-4.5,-4.5,-0.375,-4.5,Carbohydrate,Area: 57,243071443
Feature0026,Perillic acid,C10 H14 O2,166.09931,2,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Perillic acid,10,14,2,0,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.3333333333333333,2,Phenol,Area: 57,453957912
Feature0025,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",C29 H30 O10,538.18389,21,NA,"3-Methoxy-4-(methoxycarbonyl)-5-methylphenyl 4-[(2,4-dimethoxy-6-methylbenzoyl)oxy]-2-methoxy-6-methylbenzoate",29,30,10,0,0,0,0,1.0344827586206897,0.3448275862068966,-0.3448275862068968,70.12758620689655,15,5,0.2631578947368421,0.4166666666666667,5,Phenol,Area: 57,439557771.3
Feature0024,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -548.3349 Da]",C13 H20 O11,352.10057,157,NA,"[Similar to: 16-Acetoxy-3-{[hexopyranosyl-(1->6)hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methylhexopyranosyl]oxy}-14-hydroxycard-20(22)-enolide; ΔMass: -548.3349 Da]",13,20,11,0,0,0,0,1.5384615384615385,0.8461538461538461,0.15384615384615374,55.91538461538462,4,-7,-3.5,-0.2,-7,Carbohydrate,Area: 57,34912233.09
Feature0023,"N-Acetyl-2,7-anhydro-Î±-neuraminic acid",C11 H17 N O8,291.09547,12,NA,"N-Acetyl-2,7-anhydro-Î±-neuraminic acid",11,17,8,0,1,0,0,1.5454545454545454,0.7272727272727273,0.18181818181818166,55.11818181818182,4,-4,-2.5,-0.16666666666666666,-5,Carbohydrate,Area: 57,346090091.7
Feature0022,3-Allyl-2-hydroxybenzoic acid,C10 H10 O3,178.06296,8,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other,3-Allyl-2-hydroxybenzoic acid,10,10,3,0,0,0,0,1,0.3,-0.40000000000000036,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,Area: 57,383683026.1
