Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,KEGG Pathways,MS2,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
,C18 H34 N2 O12,Full match,No results,No results,No results,0.17,470.21126,1.018,62670962.7,0,,,,DDA for preferred ion,57773721.53,2407253.975,1484344.544,13143643.92,53800471.01,62670962.7,1598954.948,1650690.168,8073587.89,2448761.351,7655324.969,0,128,128,128,128,0,0,128,128,128,128,128,32
Pyridoxal,C8 H9 N O3,No results,Invalid mass,No results,No results,-14.24,167.05586,5.754,62612404.66,6,93.9,9.7,,DDA for preferred ion,4843325.803,437236.9316,1212186.155,177945.0747,297444.7732,945226.198,188480.3516,4225061.274,62612404.66,8318745.605,43300087.27,128,16,16,32,16,16,16,16,128,0,128,128,32
Ne-Acetyllysine,C8 H16 N2 O3,Full match,Invalid mass,Full match,Full match,0.15,188.11612,2.426,62504552.88,47,,,Metabolic pathways;Other,DDA for preferred ion,35366660.4,273973.9063,80382.82897,5516513.353,873188.5425,2126107.992,199450.5665,14591980.72,62504552.88,9012271.756,40060051.82,128,16,16,16,16,16,16,16,16,0,128,128,32
3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,Full match,Invalid mass,No results,Full match,0.22,385.15849,1.096,62491250.01,2,,,,DDA for preferred ion,59140381.44,342659.1918,465616.3851,24580494.08,56865842.11,62491250.01,792656.1154,1059496.606,9534245.925,1080723.428,3826445.602,0,16,128,128,32,0,0,128,128,128,128,128,32
NP-014287,C18 H32 O3,No match,Invalid mass,No results,No results,74204.58,318.21715,20.239,61774542.98,20,99.6,10,,DDA for preferred ion,2864633.754,5631495.359,11508577,61774542.98,3926143.537,4416037.767,6175312.532,11945494.82,34101017.65,5943507.64,44203066.65,16,16,128,0,128,16,16,128,128,128,16,128,16
"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,Full match,Invalid mass,No results,Not the top hit,0.38,381.12725,1.196,61220338.96,6,,,,DDA for preferred ion,55284884.56,6236923.737,634958.5579,1711410.321,33322590.65,61220338.96,4054622.279,914517.6986,1497153.146,7586026.493,1432540.341,0,128,32,128,32,0,0,16,32,128,128,16,32
[Similar to: 1-methyl-3-phenyl-1H-pyrazol-5-amine; ΔMass: 115.9834 Da],C9 H18 N5 P3,Full match,Invalid mass,No match,No match,4.16,289.07871,6.611,61210010.39,4,,,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,DDA for preferred ion,4860646.733,56852160.82,38621435.37,31499889.19,4723024.258,4969044.219,46735183.13,61210010.39,25140206.79,51846053.48,18855359.85,128,0,128,128,128,128,128,0,0,128,0,128,16
Glucosamine,C6 H13 N O5,Full match,Invalid mass,Partial match,Full match,0.29,179.07942,6.914,60767366.42,51,,,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,5579267.7,387741.2959,2607943.695,1544223.737,1714781.167,2597290.848,1440014.466,60767366.42,52885965.48,31802196.73,46518679.7,128,16,16,16,16,16,16,16,64,64,128,0,16
Furan,C4 H4 O,Full match,No results,No results,Full match,0.02,68.02622,1.211,59879413.6,0,,,Other,DDA for preferred ion,30955160.7,59879413.6,55471185.39,39653926.93,35411058.97,47716818.94,58003073.49,7833646.466,31763823.63,2400626.73,33662802.23,128,64,64,128,128,128,0,64,16,128,16,128,32
Lauryldimethylamine oxide,C14 H31 N O,Full match,Invalid mass,No results,Full match,-0.03,229.24056,16.412,59560668.56,4,,,,DDA for preferred ion,268903.4845,215223.8367,162256.6303,133163.0731,327984.7517,329503.3795,355993.259,149580.8906,56147889.01,59560668.56,58305642.54,16,16,16,32,16,16,16,16,32,0,0,0,16
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol",C12 H15 N3 S,No match,Invalid mass,No results,No results,17.66,233.10279,11.447,59248273.61,6,98.7,9.9,,DDA for preferred ion,113564.7197,51656454.69,24428792.47,1346992.744,207774.6997,119276.364,51519030.04,25032919.64,825642.2824,59248273.61,784109.5504,32,0,128,128,128,16,32,0,128,128,0,128,32
Pipecolic acid,C6 H11 N O2,Full match,Full match,Full match,Full match,0.07,129.07899,1.944,59067176.44,120,91.1,9.6,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",DDA for preferred ion,48046066.13,6597067.514,4327753.685,1616426.547,48973847.23,59067176.44,4455180.545,10636607.81,1406850.859,11512394.13,1296850.882,0,128,128,128,128,0,0,128,128,128,128,128,16
Tn Antigen,C11 H20 N2 O8,Full match,Invalid mass,No results,Not the top hit,0,308.12197,1.219,58853883.76,4,,,,DDA for preferred ion,1372028.311,5216819.509,14086788.86,3678503.83,1805652.035,1602373.582,3872265.452,58853883.76,3305762.265,8646373.136,2440823.965,128,128,128,128,128,128,128,128,0,128,128,128,32
NP-011548,C18 H34 O3,No match,Invalid mass,No results,No match,73703.11,320.23281,20.053,57621161.26,18,98.7,9.9,,DDA for preferred ion,5026510.916,5883288.956,3511343.771,41001569.3,6333977.878,6284880.96,6773848.152,5164153.475,57621161.26,4731315.591,35973316.99,128,16,16,128,128,16,16,128,128,0,128,128,16
[Similar to: N-Acetylneuraminic acid; ΔMass: 120.0423 Da],C15 H27 N O13,Full match,Invalid mass,No results,No results,0.12,429.14829,1.229,55939253.78,5,,,,DDA for preferred ion,47849534.93,9011003.334,3203654.848,3666281.123,50127990.43,55939253.78,6201600.076,4231686.635,2039889.126,11883105.95,1118403.626,0,128,128,128,32,0,0,128,128,128,128,128,32
,C5 H9 N2 O12 P3 S2,Full match,No results,No results,No results,-1.09,445.88049,0.964,55492519.55,0,,,,DDA for preferred ion,48245283.6,49945362.77,53830126.71,54497020.75,50375548.18,53960128,48150960.1,55492519.55,50784092.52,50106375.28,47948088.93,0,128,128,0,128,128,128,128,0,0,0,0,16
"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",C10 H19 N O8,Full match,Invalid mass,No results,Not the top hit,-0.02,281.11106,1.247,55466356.38,1,,,,DDA for preferred ion,55466356.38,29060296.18,18132844.88,21676035.44,49046853.35,48784930.17,13582122.89,38042610.72,19632277.62,33173590.66,16671412.2,0,128,128,128,128,0,0,128,64,128,128,128,32
pro-his,C11 H16 N4 O3,Full match,Invalid mass,No results,Full match,0.06,252.12226,1.31,55138356.41,80,,,,DDA for preferred ion,1494297.056,15547343.77,24868252.88,20792581.1,1197711.586,1369502.744,14464691.7,55138356.41,21721622.81,14863426.47,4925037.314,32,128,128,128,16,32,32,128,0,128,128,128,32
tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,Full match,Full match,No results,Partial match,0.06,230.16306,7.886,55080568.25,51,94.1,9.7,,DDA for preferred ion,15309850.68,9478454.907,32891459.03,55080568.25,15114623.24,17693731.27,10642929.77,38662894.45,1269198.266,344293.8559,507289.3734,128,128,128,0,128,128,128,128,128,16,16,16,32
5-Methylhexan-3-one,C8 H15 N O4,Full match,Invalid mass,No results,Full match,0.08,189.10012,1.393,54260303.79,10,,,,DDA for preferred ion,6375947.54,22948337.33,54260303.79,10990269.9,5543137.074,6931401.011,32391814.09,48645286.52,9233438.143,34387010.07,7679517.089,128,0,0,128,16,128,128,128,128,128,0,128,16
6-Hydroxy-3-coumaranone,C8 H6 O3,Full match,Invalid mass,Partial match,Full match,2.37,150.03205,19.151,54082097.38,95,,,Metabolic pathways;Microbial metabolism in diverse environments;Other,DDA for preferred ion,191976.3435,183102.939,190611.6714,44277225.56,199727.3334,192292.675,194284.4721,200510.8222,47023812.99,179062.6111,54082097.38,32,32,32,128,32,32,32,32,32,0,32,0,32
[Similar to: EPH; ΔMass: -107.0619 Da],C8 H14 N6 O5,Full match,Invalid mass,No results,No results,1.18,274.10289,6.794,53866732.27,16,,,,DDA for preferred ion,45656677.83,1597251.778,14573928.35,50879348.21,46188500.93,53866732.27,2056751.099,8396064.544,37363526.7,1700602.849,34305089.91,0,128,128,0,128,0,0,128,128,128,128,128,16
D-lysopine,C9 H18 N2 O4,Full match,Invalid mass,No results,Full match,-0.1,218.12663,6.858,52477744.77,10,,,Other,DDA for preferred ion,52477744.77,313363.7049,711158.0928,2241232.346,659674.7976,2462830.111,550450.1792,19268906.32,1957905.321,514358.4284,65179.77553,0,16,16,16,16,16,16,16,128,16,16,32,32
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,Full match,Full match,No results,Full match,0.09,192.07866,16.85,52102483.46,41,75.9,56.1,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,DDA for preferred ion,314235.3967,500498.3201,846869.7298,26518184.62,733899.0504,560108.4135,427652.9146,696515.1499,52102483.46,695817.765,49591926.01,16,16,16,128,128,16,16,16,16,0,16,0,16
Trigonelline,C7 H7 N O2,Full match,Full match,Partial match,Partial match,-0.02,137.04768,1.311,51693304.89,28,99.2,10,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",DDA for preferred ion,22666507.17,239274.4157,198142.8314,51476421.93,24581676.06,24049324.01,491149.2951,3922358.783,51693304.89,148845.8349,45824524.32,64,16,32,0,128,64,64,16,128,0,16,0,16
"3-{[(E)-(6,6-Dimethyl-2,4-dioxodihydro-2H-pyran-3(4H)-ylidene)methyl](methyl)amino}propanenitrile",C12 H16 N2 O3,Full match,Invalid mass,Partial match,Full match,-0.01,236.11609,8.365,51389962.49,54,,,,DDA for preferred ion,42665809.78,1734534.378,21920791.89,27410122.61,42536268.83,51389962.49,2352094.316,6962493.07,1532663.137,384920.6823,855439.2687,128,128,128,128,128,128,0,128,128,16,16,16,32
[Similar to: HQH; ΔMass: 27.9858 Da],C16 H28 N6 O7 S,Full match,Invalid mass,No results,No results,-2.79,448.17277,1.181,51339721.21,1,,,,DDA for preferred ion,694200.6216,586494.8716,589272.233,49817572.47,738106.4544,808074.1765,2156712.144,848716.6284,51339721.21,515415.5601,50110903.78,32,32,32,0,32,32,32,128,32,0,32,0,32
,C22 H39 N O17,Full match,No results,No results,No results,0.57,589.22214,1.414,51250936.11,0,,,,DDA for preferred ion,51250936.11,348759.1043,568707.4984,9373803.543,42934991.36,45757077.08,548738.6441,797491.253,4618687.948,734665.9075,2005726.985,0,128,128,128,32,0,0,16,16,128,128,128,32
Hypoxanthine,C5 H4 N4 O,Full match,Full match,Partial match,Partial match,-0.08,136.0385,6.265,51087152.21,38,99.8,98.9,Metabolic pathways;Other,DDA for preferred ion,51087152.21,85733.4742,76266.26669,82587.22212,293080.9194,1083854.115,81122.39618,5268393.926,693861.6083,1681932.801,405383.8745,0,32,32,32,32,16,16,32,128,128,128,128,32
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -48.0953 Da]",C5 H4 N2 O13 P2,Full match,Invalid mass,No results,No results,0.81,361.91915,0.964,50976719.85,2,,,,DDA for preferred ion,32727604.59,48783800.01,49392531.87,37237899.23,34681366.57,38002618.36,50976719.85,35461876.89,40274895.09,45933258.46,34795936.77,0,0,0,0,128,128,0,0,0,0,0,0,128
"N2-[2-(Methylthio)phenyl]-1,3,5-triazine-2,4-diamine",C10 H11 N5 S,No match,Invalid mass,No results,No results,17.88,233.07768,5.875,50521097.32,6,95.2,9.8,,DDA for preferred ion,9686913.252,42146148.38,43949326.17,17851002.44,10297167.87,10719888.62,44320237.23,50521097.32,17756748.86,42997702.34,19397737.46,128,128,128,128,128,128,128,128,0,128,128,128,32
NP-022068,C8 H12 O5,No match,Invalid mass,No results,No results,-12.69,188.06609,1.403,50311160.42,2,71.4,8.6,,DDA for preferred ion,311537.6181,50311160.42,30839130.88,3323183.139,502992.3173,268983.7783,26863850.67,6868148.969,4096410.672,25470647.45,5836343.683,32,0,16,128,16,16,32,16,16,128,16,128,32
[4-(tert-butyl)phenyl](1H-imidazol-2-yl)methanone,C14 H16 N2 O,No match,Invalid mass,No results,No match,-17.74,228.12222,1.313,49071494.03,2,62,42.9,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,19257335.05,34230677.18,36651324.06,19031796.82,17497369.02,17506710.05,20071836.58,49071494.03,15923477.16,35849397.27,28436696.52,128,0,128,128,128,128,128,128,0,128,128,128,32
Pyrogallol,C6 H6 O3,Full match,Full match,No results,Not the top hit,-0.34,126.03165,1.407,49046335.13,6,82.8,51.7,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,DDA for preferred ion,22694084.86,322374.4444,2422853.719,32265196.96,23630514.39,49046335.13,523334.883,748885.1196,31881383.01,970933.0207,29481164.83,128,128,16,0,16,128,64,128,128,0,128,0,16
"2-[9-(Hydroxyimino)-3,6-diazatricyclo[4.3.1.1~3,8~]undec-1-yl]ethyl acetate",C13 H21 N3 O3,Full match,Invalid mass,Partial match,Full match,0.13,267.15833,9.065,48264594.56,9,,,,DDA for preferred ion,83510.58648,13771766.54,48046659.42,1949416.039,285299.1485,88087.60116,8332636.681,48264594.56,2131208.878,17213733.94,1781800.52,16,128,0,128,128,128,128,128,0,128,128,128,32
3-Carboxytyrosine,C10 H11 N O5,Full match,Invalid mass,Partial match,Full match,-0.11,225.0637,1.383,48247903.81,9,,,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,DDA for preferred ion,1208063.039,442770.8787,303269.5938,48247903.81,1530247.548,1696400.138,688246.6651,220594.4335,34306866.17,420100.4617,28913830.64,16,128,128,0,32,16,16,128,16,0,128,0,32
"4-amino-4-carboxy-2,2,6,6-tetramethyl-1-piperidinyloxy",C10 H20 N2 O3,Full match,Invalid mass,No results,Full match,-0.03,216.14739,6.355,46956835.31,101,,,,DDA for preferred ion,26022016.79,5238104.594,27156608.9,46956835.31,24069221.05,29387335.88,7471970.111,23400464.13,1333009.109,698929.3589,927175.5001,128,128,128,0,128,128,128,128,128,16,16,16,32
RV0540000,C5 H12 O4,Full match,Invalid mass,No results,Full match,0.01,136.07356,1.389,45920848.02,4,,,,DDA for preferred ion,1130778.06,36188149.12,45920848.02,5709330.008,544586.0286,367767.3942,36765798.73,39808456.97,4715666.597,30070234.63,4894442.374,16,64,0,128,16,16,16,64,0,128,64,128,32
,C9 H4 N2 O7 P2 S2,Full match,No results,No results,No results,-1.1,377.8931,0.966,44428306.2,0,,,,DDA for preferred ion,39395782.2,36899658.98,42629278.5,43403867.16,39814982.42,41789467.14,37303009.89,44428306.2,41035607.53,40154000.53,41087534.14,0,0,128,0,128,128,0,128,0,0,0,0,128
"3-Methyl-2,5-piperazinedione",C5 H8 N2 O2,Full match,No results,No results,Full match,-0.01,128.05858,1.242,42932504.9,0,,,Metabolic pathways;Cyanoamino acid metabolism;Other,DDA for preferred ion,42932504.9,4128102.727,11767102.88,24867911.16,36037833.19,42232707.73,5270146.023,9632598.071,22046331.53,5008045.122,12697765.46,128,128,128,128,128,128,0,128,128,128,128,128,32
"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,No match,Invalid mass,No match,No match,-98927.47,164.04738,18.842,42809413.09,6,80.7,9,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;D-Amino acid metabolism;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;Other",DDA for preferred ion,817419.1781,983312.7629,755240.2847,26453284.79,852815.3675,835603.397,946244.1884,745283.6924,31603152.42,1633201.081,42809413.09,16,16,128,128,128,16,128,16,128,128,128,0,16
"3,5-dimethyl-1-phenyl-1,5-dihydro-4H-pyrazolo[4,3-c]quinolin-4-one",C18 H15 N3 O,No match,Invalid mass,No results,No match,-18.22,289.11624,1.411,42509781.6,1,88.9,55.3,,DDA for preferred ion,3049095.662,3249002.664,3258658.578,40484908.14,2551086.534,1193822.656,3402749.781,1883233.441,42509781.6,3029121.793,41483445.94,128,128,128,128,16,128,128,128,128,0,128,0,32
"Hexahydro[1,2,4]triazino[5,6-e][1,2,4]triazine-3,6(2H,4H)-dione",C4 H8 N6 O2,Full match,Invalid mass,No results,Full match,1.81,172.07118,1.791,42454310.72,8,,,,DDA for preferred ion,846838.3272,4402014.437,27309685.48,2732452.566,771049.5964,542061.4884,42454310.72,2637150.416,1602061.73,3678385.519,1677932.022,16,16,128,16,16,16,16,0,16,16,16,16,16
,C39 H74 N2 O6,Full match,No results,No results,No results,0.53,666.55504,20.779,42042078.67,0,,,,DDA for preferred ion,184722.8637,186195.0694,755627.6309,632043.3438,521254.2557,628534.694,732733.4265,846882.465,34403160.83,42042078.67,35377373.13,32,32,128,128,128,128,128,128,16,128,0,128,16
"[Similar to: 15,16-dimethoxytricyclo[12.3.1.1Â?,â¶]nonadeca-1(18),2,4,6(19),14,16-hexaene-3,9,17-triol; ΔMass: 97.9812 Da]",C11 H25 N10 O8 P,Full match,Invalid mass,No results,No results,-0.54,456.1592,1.269,41060394.29,1,,,,DDA for preferred ion,39181356.97,319387.6833,177436.915,2641762.377,37967440.11,41060394.29,282057.3715,295991.7986,1198945.774,222611.7969,1161562.405,0,16,32,128,32,0,0,16,32,128,32,16,32
HC blue 2,C12 H19 N3 O5,Full match,Invalid mass,No results,Full match,0.13,285.13251,1.055,40765638.43,12,,,,DDA for preferred ion,422320.1758,6740423.779,6180855.219,40765638.43,4277697.782,4155217.566,7669256.481,4683180.283,31362822.62,6572422.091,32678298.37,16,128,128,0,128,128,128,128,128,0,128,128,32
[Similar to: Triethyl phosphate; ΔMass: 17.9743 Da],C5 H13 O6 P,Full match,Invalid mass,No results,No results,0.36,200.04505,2.034,40629963.17,193,,,,DDA for preferred ion,304972.6045,40629963.17,19228448.95,124144.0963,460397.3909,422551.8591,84548.6347,8816399.241,467080.1472,26996451.75,561513.7338,128,0,128,128,128,128,16,128,128,128,128,16,32
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",C10 H10 N2 O2,No match,Invalid mass,No results,No results,-25.16,190.06944,0.936,40253768.42,1,78.4,8.9,,DDA for preferred ion,14957379.63,23631006.48,24770101.93,10534400.09,14895833.96,18195046.19,19155408.2,40253768.42,7212088.752,28337062.47,4391383.307,128,0,128,128,128,128,128,128,0,128,0,128,32
[Similar to: N(6)-OH-Me-Adenosine; ΔMass: 132.0422 Da],C17 H19 N9 O5,Full match,Invalid mass,No results,No results,-3.17,429.14955,6.558,39855956.16,11,,,,DDA for preferred ion,67187.85464,1409508.84,1806569.285,30499935.32,2416858.287,2690720.301,1242807.268,2085510.668,39855956.16,1992237.63,5144921.209,32,128,128,128,16,128,128,128,128,0,128,128,32
,,No results,No results,No results,No results,,100.00106,0.848,39568673.51,0,,,,DDA for preferred ion,32571577.21,26331858.84,28124163.28,30680603.31,37186962.36,39568673.51,24398246.76,31738555.65,28725109.08,29691314.24,23079962.92,0,0,0,0,128,0,0,128,0,0,128,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 87.8796 Da]",C8 H9 N2 O15 P3 S,Full match,Invalid mass,No results,No results,0.84,497.89406,0.965,39398764.92,3,,,,DDA for preferred ion,22352538.85,32543329.88,39398764.92,26534540.6,25189454.56,26693184.45,37506480.43,22822288.54,27246011.89,32697175.44,24368751.12,128,0,0,128,128,128,128,0,128,0,128,128,128
NP-022469,C16 H24 O5,No match,Invalid mass,No results,No match,74217.99,318.14295,1.014,38521587.8,4,87.1,9.4,,DDA for preferred ion,30069951.92,26836819.89,22628301.32,37011527.1,28006338.37,34359624.14,38521587.8,20112900.93,33201538.42,23125715.89,35593115.26,128,128,0,0,128,128,128,128,128,0,128,0,32
N-Desmethylclomipramine,C18 H21 Cl N2,No match,Invalid mass,No results,No match,13.58,300.1434,1.281,35797411.09,2,61.1,8.1,Metabolic pathways;Biosynthesis of secondary metabolites;Other,DDA for preferred ion,8464051.064,35797411.09,35202403.5,3137468.984,11089637.64,10463913.02,23535150.08,29985540.35,1762710.102,32583144.66,2641971.51,128,0,0,128,128,128,128,128,0,16,0,128,32
[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.0412 Da],C5 H14 N O4 P,Full match,Invalid mass,No results,No results,0.24,183.06609,1.102,35476976.87,23,,,,DDA for preferred ion,7923893.117,645929.0614,736760.721,35476976.87,8170681.287,9840990.959,235283.4446,2893938.335,28789423.62,346954.3023,28191161.99,128,16,16,0,32,128,128,16,128,128,32,128,32
,C9 H9 N2 O6 P3 S4,Full match,No results,No results,No results,-2.43,461.85451,0.968,35215469.15,0,,,,DDA for preferred ion,28965072.51,20029454.88,22656514.54,34224611.61,30582146.94,31375574.87,17358590.54,35215469.15,26297044.87,24374871.94,30004651.31,0,128,128,0,128,128,0,128,0,0,128,0,32
val-arg,C11 H23 N5 O3,Full match,Invalid mass,No results,Full match,0.15,273.18013,1.412,33884311.22,2,,,,DDA for preferred ion,13656016.28,9343464.876,21560382.73,33884311.22,12296818.53,13280035.28,2851687.365,4763786.37,17003265.41,5271023.151,10690115.68,128,128,128,0,16,128,128,128,128,128,128,128,32
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: 155.8671 Da]",C13 H4 N4 O16 P2 S,Full match,Invalid mass,No results,No results,-0.48,565.88155,0.966,32447693.7,2,,,,DDA for preferred ion,17846906.89,28055379.27,32447693.7,20827588.79,19790570.46,20535771.92,31494768.75,17026543.26,24352840.66,28348545.27,19716487.68,128,0,128,128,128,128,128,0,128,128,128,128,128
"5-Amino-6,6-bis(ethylsulfanyl)-1,2,3,4-hexanetetrol",C10 H23 N O4 S2,Full match,No results,No results,Not the top hit,-3.07,285.10597,1.372,32328401.05,0,,,,DDA for preferred ion,14599970.61,27132775.13,32328401.05,31582035.36,15728001.26,17222916.83,2861578.011,930187.0221,27845233.51,26446540.66,24755246.97,128,128,0,128,128,128,128,16,16,128,128,128,32
[Similar to: 4-[4-chloro-2-nitro-5-(1H-pyrrol-1-yl)phenyl]morpholine; ΔMass: 182.0794 Da],C17 H31 N O13 S,Full match,Invalid mass,No results,No results,0.29,489.15175,1.408,32209224.11,1,,,,DDA for preferred ion,30678603,446672.6796,153848.1517,3222843.618,28510776.17,32209224.11,437576.1349,242545.6151,1412310.648,515071.1369,716614.2476,128,128,32,128,32,0,128,128,16,128,128,16,32
[Similar to: Dimethyl phosphate; ΔMass: 60.0212 Da],C4 H11 O6 P,Full match,Invalid mass,No results,No results,0.23,186.02937,1.387,32177215.07,6,,,,DDA for preferred ion,173012.2494,11138961.08,18269978.49,875483.3675,168575.571,176857.0492,20617678.41,32177215.07,741533.4057,22111880.01,203159.9619,32,128,128,128,128,32,32,0,128,128,0,16,32
"N-[5-(1,2-Dihydroxyethyl)-3-furyl]acetamide",C8 H11 N O4,Full match,Invalid mass,No results,Full match,0.14,185.06883,1.334,32113943.52,27,,,,DDA for preferred ion,1631892.348,5021313.982,5203769.21,6529355.019,1125260.296,651191.6545,13493970.35,32113943.52,4649475.492,11663076.82,3298464.664,128,128,128,128,128,128,32,128,0,128,16,16,32
N-Acetyl-D-galactosamine,C8 H15 N O6,Full match,Full match,Full match,Full match,-0.14,221.08991,1.239,31688426.72,10,78.2,73.9,Metabolic pathways;ABC transporters;Other,DDA for preferred ion,6176755.361,12745304.91,13626808.24,5816975.535,5386028.428,4069124.294,13506972.3,31688426.72,6754443.548,16579649.17,3596969.449,128,128,128,128,128,128,128,128,0,128,128,128,32
,C11 H5 N2 O14 P3 S,Full match,No results,No results,No results,1.04,513.86797,0.963,31255468.54,0,,,,DDA for preferred ion,26427744.65,27979359.1,29196870.02,31255468.54,26399753.56,29344233.55,26114960.87,30379553.8,28284206.46,31219304.97,27956597.63,0,128,128,128,128,128,128,128,128,128,0,0,16
,C3 H5 N2 P S,Full match,No results,No results,No results,-1.65,131.99089,0.847,31138208.89,0,,,,DDA for preferred ion,26576661.19,21336222.73,23142681.33,24086114.37,25551330.11,31138208.89,16989060.42,24190969.52,20820740.44,18974171.8,16612202.11,0,128,0,0,128,128,128,128,128,128,128,128,16
Tetrolic Acid,C4 H4 O2,Full match,No results,No results,Full match,0.07,84.02114,1.148,30674641.16,0,,,Metabolic pathways;Other,DDA for preferred ion,30674641.16,12379669.28,13465951,17028411.69,18945883.32,3834621.91,1005434.556,26912672.35,21214914.59,12511804.71,11231800.82,0,128,128,16,128,16,16,128,128,16,128,16,16
,C2 H4 N2 O10 P2 S,Full match,No results,No results,No results,-1.8,309.90563,0.966,30019263.26,0,,,,DDA for preferred ion,26844125.7,26099870.72,26774227.51,29605202.83,25592086.34,28517167.38,22333785.55,30019263.26,26685247.31,28839398.06,25974851.46,128,128,128,0,128,128,0,128,0,0,0,0,128
,C6 H N6 O5 P3 S2,Full match,No results,No results,No results,1.84,393.86699,0.969,29901292.4,0,,,,DDA for preferred ion,21716071.73,14779153.36,16279110.1,25083294.9,22912379.83,23892643.61,12149991.81,29901292.4,20227967.12,17818981.59,22055970.51,128,128,128,0,128,128,128,128,0,128,128,128,32
Imidazoleacetic acid,C5 H6 N2 O2,Full match,Full match,Partial match,Partial match,-0.29,126.04289,1.265,29256339.35,29,99,9.9,Metabolic pathways;Other,DDA for preferred ion,4027496.122,29205698.76,20466012.46,5424228.863,3012439.717,3551120.659,29256339.35,22314515.8,4372570.256,28762046.39,4247436.017,128,0,128,128,128,128,128,0,128,128,128,128,16
"[Similar to: 2-(4-chlorophenyl)-2-oxoethyl 2,6-bis(trifluoromethyl)benzoate; ΔMass: -116.0828 Da]",C4 H4 N6 O2 P2 S2,Full match,Invalid mass,No results,No results,1.48,293.93167,0.964,29217299.76,6,,,,DDA for preferred ion,21073635.38,27650792.94,29217299.76,23797059.96,20397780.29,23124156.54,28310687.98,23104657.36,24895176.38,28410287,20755947.86,128,128,128,128,128,128,128,0,128,128,0,128,128
